timestamp,safety_switch_available,safety_off,override_available,override_enabled
348620219,1,1,0,0
348640454,1,1,0,0
348664205,1,1,0,0
348688192,1,1,0,0
348712461,1,1,0,0
348736322,1,1,0,0
348760358,1,1,0,0
348780471,1,1,0,0
348804348,1,1,0,0
348828310,1,1,0,0
348848685,1,1,0,0
348868683,1,1,0,0
348892310,1,1,0,0
348916351,1,1,0,0
348940502,1,1,0,0
348964198,1,1,0,0
348988319,1,1,0,0
349012197,1,1,0,0
349032214,1,1,0,0
349056229,1,1,0,0
349076515,1,1,0,0
349096173,1,1,0,0
349116189,1,1,0,0
349140337,1,1,0,0
349164411,1,1,0,0
349188214,1,1,0,0
349212326,1,1,0,0
349236209,1,1,0,0
349260307,1,1,0,0
349280542,1,1,0,0
349300307,1,1,0,0
349324137,1,1,0,0
349344307,1,1,0,0
349368211,1,1,0,0
349392446,1,1,0,0
349412174,1,1,0,0
349432177,1,1,0,0
349452316,1,1,0,0
349476166,1,1,0,0
349496779,1,1,0,0
349516314,1,1,0,0
349540341,1,1,0,0
349564464,1,1,0,0
349588446,1,1,0,0
349612372,1,1,0,0
349636322,1,1,0,0
349660319,1,1,0,0
349684212,1,1,0,0
349704507,1,1,0,0
349728139,1,1,0,0
349748511,1,1,0,0
349768188,1,1,0,0
349788319,1,1,0,0
349812325,1,1,0,0
349836304,1,1,0,0
349860718,1,1,0,0
349880358,1,1,0,0
349900437,1,1,0,0
349924220,1,1,0,0
349944319,1,1,0,0
349968319,1,1,0,0
349988319,1,1,0,0
350012216,1,1,0,0
350032397,1,1,0,0
350056311,1,1,0,0
350076155,1,1,0,0
350096174,1,1,0,0
350116208,1,1,0,0
350136217,1,1,0,0
350160358,1,1,0,0
350184340,1,1,0,0
350208223,1,1,0,0
350232229,1,1,0,0
350252515,1,1,0,0
350272173,1,1,0,0
350292181,1,1,0,0
350316345,1,1,0,0
350340371,1,1,0,0
350364330,1,1,0,0
350384533,1,1,0,0
350408202,1,1,0,0
350428188,1,1,0,0
350448186,1,1,0,0
350472371,1,1,0,0
350496199,1,1,0,0
350516276,1,1,0,0
350540695,1,1,0,0
350560328,1,1,0,0
350584340,1,1,0,0
350608210,1,1,0,0
350628189,1,1,0,0
350648766,1,1,0,0
350672326,1,1,0,0
350692311,1,1,0,0
350716187,1,1,0,0
350740351,1,1,0,0
350764158,1,1,0,0
350784206,1,1,0,0
350804558,1,1,0,0
350828486,1,1,0,0
350848325,1,1,0,0
350872361,1,1,0,0
350896154,1,1,0,0
350916218,1,1,0,0
350940361,1,1,0,0
350964145,1,1,0,0
350984180,1,1,0,0
351008497,1,1,0,0
351028208,1,1,0,0
351048221,1,1,0,0
351072254,1,1,0,0
351096231,1,1,0,0
351120543,1,1,0,0
351141126,1,1,0,0
351161127,1,1,0,0
351181163,1,1,0,0
351205122,1,1,0,0
351228994,1,1,0,0
351252985,1,1,0,0
351273123,1,1,0,0
351293123,1,1,0,0
351317271,1,1,0,0
351341267,1,1,0,0
351365246,1,1,0,0
351388995,1,1,0,0
351413123,1,1,0,0
351437109,1,1,0,0
351461122,1,1,0,0
351481298,1,1,0,0
351504939,1,1,0,0
351525099,1,1,0,0
351545104,1,1,0,0
351568978,1,1,0,0
351593322,1,1,0,0
351616991,1,1,0,0
351641155,1,1,0,0
351664986,1,1,0,0
351688975,1,1,0,0
351712947,1,1,0,0
351736985,1,1,0,0
351756981,1,1,0,0
351777114,1,1,0,0
351801746,1,1,0,0
351821010,1,1,0,0
351845051,1,1,0,0
351869016,1,1,0,0
351892961,1,1,0,0
351912974,1,1,0,0
351932992,1,1,0,0
351957271,1,1,0,0
351976986,1,1,0,0
351996988,1,1,0,0
352021135,1,1,0,0
352044933,1,1,0,0
352064944,1,1,0,0
352085128,1,1,0,0
352105010,1,1,0,0
352125274,1,1,0,0
352145166,1,1,0,0
352169117,1,1,0,0
352189123,1,1,0,0
352212967,1,1,0,0
352236990,1,1,0,0
352256946,1,1,0,0
352277002,1,1,0,0
352301177,1,1,0,0
352324947,1,1,0,0
352345113,1,1,0,0
352369000,1,1,0,0
352393142,1,1,0,0
352413290,1,1,0,0
352437014,1,1,0,0
352457105,1,1,0,0
352481198,1,1,0,0
352505107,1,1,0,0
352529257,1,1,0,0
352548978,1,1,0,0
352568962,1,1,0,0
352589168,1,1,0,0
352612942,1,1,0,0
352633298,1,1,0,0
352656996,1,1,0,0
352677153,1,1,0,0
352701261,1,1,0,0
352721238,1,1,0,0
352745159,1,1,0,0
352768935,1,1,0,0
352789358,1,1,0,0
352812971,1,1,0,0
352832975,1,1,0,0
352853136,1,1,0,0
352873108,1,1,0,0
352896940,1,1,0,0
352917256,1,1,0,0
352941220,1,1,0,0
352961179,1,1,0,0
352985095,1,1,0,0
353009019,1,1,0,0
353029022,1,1,0,0
353049367,1,1,0,0
353073100,1,1,0,0
353097255,1,1,0,0
353116982,1,1,0,0
353141164,1,1,0,0
353164942,1,1,0,0
353185107,1,1,0,0
353209013,1,1,0,0
353228971,1,1,0,0
353252979,1,1,0,0
353273021,1,1,0,0
353297011,1,1,0,0
353317011,1,1,0,0
353341140,1,1,0,0
353364978,1,1,0,0
353385282,1,1,0,0
353405117,1,1,0,0
353428979,1,1,0,0
353448971,1,1,0,0
353468972,1,1,0,0
353493339,1,1,0,0
353517259,1,1,0,0
353536932,1,1,0,0
353556937,1,1,0,0
353577118,1,1,0,0
353601473,1,1,0,0
353621501,1,1,0,0
353645144,1,1,0,0
353668970,1,1,0,0
353693023,1,1,0,0
353717011,1,1,0,0
353737147,1,1,0,0
353757131,1,1,0,0
353781310,1,1,0,0
353801204,1,1,0,0
353825010,1,1,0,0
353849153,1,1,0,0
353873132,1,1,0,0
353897016,1,1,0,0
353921268,1,1,0,0
353944944,1,1,0,0
353964966,1,1,0,0
353985129,1,1,0,0
354008954,1,1,0,0
354033319,1,1,0,0
354057030,1,1,0,0
354077129,1,1,0,0
354101159,1,1,0,0
354124978,1,1,0,0
354145478,1,1,0,0
354168940,1,1,0,0
354193142,1,1,0,0
354216974,1,1,0,0
354236971,1,1,0,0
354256937,1,1,0,0
354276951,1,1,0,0
354296946,1,1,0,0
354316948,1,1,0,0
354341140,1,1,0,0
354361311,1,1,0,0
354384977,1,1,0,0
354405297,1,1,0,0
354425099,1,1,0,0
354448957,1,1,0,0
354473102,1,1,0,0
354497005,1,1,0,0
354521173,1,1,0,0
354545010,1,1,0,0
354568945,1,1,0,0
354589011,1,1,0,0
354613311,1,1,0,0
354633738,1,1,0,0
354653809,1,1,0,0
354673931,1,1,0,0
354697949,1,1,0,0
354721933,1,1,0,0
354742018,1,1,0,0
354766115,1,1,0,0
354786085,1,1,0,0
354809806,1,1,0,0
354829815,1,1,0,0
354849776,1,1,0,0
354870105,1,1,0,0
354894062,1,1,0,0
354913810,1,1,0,0
354937779,1,1,0,0
354961820,1,1,0,0
354981919,1,1,0,0
355002283,1,1,0,0
355026270,1,1,0,0
355049795,1,1,0,0
355069755,1,1,0,0
355089913,1,1,0,0
355113801,1,1,0,0
355133827,1,1,0,0
355157770,1,1,0,0
355182600,1,1,0,0
355201954,1,1,0,0
355225809,1,1,0,0
355245931,1,1,0,0
355266093,1,1,0,0
355290404,1,1,0,0
355313791,1,1,0,0
355333783,1,1,0,0
355357902,1,1,0,0
355377930,1,1,0,0
355398254,1,1,0,0
355421976,1,1,0,0
355442151,1,1,0,0
355462045,1,1,0,0
355485764,1,1,0,0
355506090,1,1,0,0
355525775,1,1,0,0
355546246,1,1,0,0
355569737,1,1,0,0
355593920,1,1,0,0
355617755,1,1,0,0
355637762,1,1,0,0
355657734,1,1,0,0
355678003,1,1,0,0
355697975,1,1,0,0
355722265,1,1,0,0
355745941,1,1,0,0
355769757,1,1,0,0
355789959,1,1,0,0
355813825,1,1,0,0
355833827,1,1,0,0
355857781,1,1,0,0
355877782,1,1,0,0
355897960,1,1,0,0
355921941,1,1,0,0
355945732,1,1,0,0
355965784,1,1,0,0
355985927,1,1,0,0
356010109,1,1,0,0
356033784,1,1,0,0
356057774,1,1,0,0
356077784,1,1,0,0
356101972,1,1,0,0
356126058,1,1,0,0
356145944,1,1,0,0
356169957,1,1,0,0
356193938,1,1,0,0
356217936,1,1,0,0
356241931,1,1,0,0
356262277,1,1,0,0
356282312,1,1,0,0
356305783,1,1,0,0
356325812,1,1,0,0
356345927,1,1,0,0
356370055,1,1,0,0
356389917,1,1,0,0
356413778,1,1,0,0
356433814,1,1,0,0
356457751,1,1,0,0
356478103,1,1,0,0
356501938,1,1,0,0
356521964,1,1,0,0
356546003,1,1,0,0
356569931,1,1,0,0
356594291,1,1,0,0
356617783,1,1,0,0
356637802,1,1,0,0
356658070,1,1,0,0
356677918,1,1,0,0
356698289,1,1,0,0
356722048,1,1,0,0
356745894,1,1,0,0
356769943,1,1,0,0
356793893,1,1,0,0
356817819,1,1,0,0
356838226,1,1,0,0
356861949,1,1,0,0
356885899,1,1,0,0
356910056,1,1,0,0
356929802,1,1,0,0
356949797,1,1,0,0
356973931,1,1,0,0
356997948,1,1,0,0
357021925,1,1,0,0
357041925,1,1,0,0
357065759,1,1,0,0
357085810,1,1,0,0
357110092,1,1,0,0
357129777,1,1,0,0
357149752,1,1,0,0
357169778,1,1,0,0
357189787,1,1,0,0
357209742,1,1,0,0
357234116,1,1,0,0
357257770,1,1,0,0
357281964,1,1,0,0
357306099,1,1,0,0
357329807,1,1,0,0
357349919,1,1,0,0
357373958,1,1,0,0
357397752,1,1,0,0
357417760,1,1,0,0
357437912,1,1,0,0
357457925,1,1,0,0
357478348,1,1,0,0
357502095,1,1,0,0
357525737,1,1,0,0
357545930,1,1,0,0
357569908,1,1,0,0
357589929,1,1,0,0
357613790,1,1,0,0
357634063,1,1,0,0
357653788,1,1,0,0
357673905,1,1,0,0
357693919,1,1,0,0
357714037,1,1,0,0
357738535,1,1,0,0
357761930,1,1,0,0
357781934,1,1,0,0
357805940,1,1,0,0
357825836,1,1,0,0
357846267,1,1,0,0
357869767,1,1,0,0
357894110,1,1,0,0
357918056,1,1,0,0
357937782,1,1,0,0
357957785,1,1,0,0
357977906,1,1,0,0
358001885,1,1,0,0
358021918,1,1,0,0
358041946,1,1,0,0
358062358,1,1,0,0
358085778,1,1,0,0
358105783,1,1,0,0
358129774,1,1,0,0
358149813,1,1,0,0
358170133,1,1,0,0
358193951,1,1,0,0
358217789,1,1,0,0
358242304,1,1,0,0
358262626,1,1,0,0
358282582,1,1,0,0
358306603,1,1,0,0
358326556,1,1,0,0
358346611,1,1,0,0
358366579,1,1,0,0
358390814,1,1,0,0
358414875,1,1,0,0
358434712,1,1,0,0
358458954,1,1,0,0
358478780,1,1,0,0
358502589,1,1,0,0
358522723,1,1,0,0
358546734,1,1,0,0
358570899,1,1,0,0
358594731,1,1,0,0
358618758,1,1,0,0
358639111,1,1,0,0
358662750,1,1,0,0
358686739,1,1,0,0
358710859,1,1,0,0
358734720,1,1,0,0
358754713,1,1,0,0
358774749,1,1,0,0
358798732,1,1,0,0
358819129,1,1,0,0
358842586,1,1,0,0
358862697,1,1,0,0
358886538,1,1,0,0
358910572,1,1,0,0
358934858,1,1,0,0
358954570,1,1,0,0
358978769,1,1,0,0
358999136,1,1,0,0
359022759,1,1,0,0
359046695,1,1,0,0
359071166,1,1,0,0
359094616,1,1,0,0
359118718,1,1,0,0
359143205,1,1,0,0
359166579,1,1,0,0
359186727,1,1,0,0
359210618,1,1,0,0
359234695,1,1,0,0
359254711,1,1,0,0
359526541,1,1,0,0
359546719,1,1,0,0
359570847,1,1,0,0
359594596,1,1,0,0
359614617,1,1,0,0
359634729,1,1,0,0
359658743,1,1,0,0
359682855,1,1,0,0
359702773,1,1,0,0
359726532,1,1,0,0
359746620,1,1,0,0
359766553,1,1,0,0
359786540,1,1,0,0
359806589,1,1,0,0
359830589,1,1,0,0
359854590,1,1,0,0
359874863,1,1,0,0
359894719,1,1,0,0
359918769,1,1,0,0
359938782,1,1,0,0
359958776,1,1,0,0
359982584,1,1,0,0
360006900,1,1,0,0
360030916,1,1,0,0
360054606,1,1,0,0
360074701,1,1,0,0
360094719,1,1,0,0
360118589,1,1,0,0
360138860,1,1,0,0
360162856,1,1,0,0
360186859,1,1,0,0
360210575,1,1,0,0
360230591,1,1,0,0
360254573,1,1,0,0
360278737,1,1,0,0
360302732,1,1,0,0
360326570,1,1,0,0
360350879,1,1,0,0
360374705,1,1,0,0
360394593,1,1,0,0
360418692,1,1,0,0
360439160,1,1,0,0
360462734,1,1,0,0
360486575,1,1,0,0
360506871,1,1,0,0
360526566,1,1,0,0
360547081,1,1,0,0
360566719,1,1,0,0
360590730,1,1,0,0
360614640,1,1,0,0
360638733,1,1,0,0
360662943,1,1,0,0
360682682,1,1,0,0
360702728,1,1,0,0
360726883,1,1,0,0
360746734,1,1,0,0
360770531,1,1,0,0
360790699,1,1,0,0
360814615,1,1,0,0
360838720,1,1,0,0
360858732,1,1,0,0
360882567,1,1,0,0
360902733,1,1,0,0
360926571,1,1,0,0
360946607,1,1,0,0
360966548,1,1,0,0
360986717,1,1,0,0
361010584,1,1,0,0
361034625,1,1,0,0
361054570,1,1,0,0
361074761,1,1,0,0
361098555,1,1,0,0
361118760,1,1,0,0
361138727,1,1,0,0
361159119,1,1,0,0
361178876,1,1,0,0
361198741,1,1,0,0
361218738,1,1,0,0
361242741,1,1,0,0
361266856,1,1,0,0
361286859,1,1,0,0
361306584,1,1,0,0
361330577,1,1,0,0
361350848,1,1,0,0
361375076,1,1,0,0
361398856,1,1,0,0
361422739,1,1,0,0
361446939,1,1,0,0
361470621,1,1,0,0
361494917,1,1,0,0
361514571,1,1,0,0
361538765,1,1,0,0
361562779,1,1,0,0
361586610,1,1,0,0
361610726,1,1,0,0
361634614,1,1,0,0
361658737,1,1,0,0
361682616,1,1,0,0
361702740,1,1,0,0
361726570,1,1,0,0
361746698,1,1,0,0
361766683,1,1,0,0
361790639,1,1,0,0
361814568,1,1,0,0
361838687,1,1,0,0
361858884,1,1,0,0
361879169,1,1,0,0
361902862,1,1,0,0
361926547,1,1,0,0
361946577,1,1,0,0
361966675,1,1,0,0
361990747,1,1,0,0
362014848,1,1,0,0
362034719,1,1,0,0
362055376,1,1,0,0
362075376,1,1,0,0
362095777,1,1,0,0
362119745,1,1,0,0
362143337,1,1,0,0
362163405,1,1,0,0
362183523,1,1,0,0
362207548,1,1,0,0
362231528,1,1,0,0
362255412,1,1,0,0
362275971,1,1,0,0
362295677,1,1,0,0
362319368,1,1,0,0
362339532,1,1,0,0
362363376,1,1,0,0
362383945,1,1,0,0
362407389,1,1,0,0
362431554,1,1,0,0
362451403,1,1,0,0
362471555,1,1,0,0
362495352,1,1,0,0
362519524,1,1,0,0
362539734,1,1,0,0
362559552,1,1,0,0
362583532,1,1,0,0
362603370,1,1,0,0
362623357,1,1,0,0
362643676,1,1,0,0
362667405,1,1,0,0
362687405,1,1,0,0
362711539,1,1,0,0
362735366,1,1,0,0
362755387,1,1,0,0
362779844,1,1,0,0
362803338,1,1,0,0
362823544,1,1,0,0
362847589,1,1,0,0
362871509,1,1,0,0
362895666,1,1,0,0
362919560,1,1,0,0
362943393,1,1,0,0
362963495,1,1,0,0
362987415,1,1,0,0
363007518,1,1,0,0
363031828,1,1,0,0
363055386,1,1,0,0
363075392,1,1,0,0
363095523,1,1,0,0
363119339,1,1,0,0
363139755,1,1,0,0
363159694,1,1,0,0
363183530,1,1,0,0
363203364,1,1,0,0
363223418,1,1,0,0
363243530,1,1,0,0
363267335,1,1,0,0
363291398,1,1,0,0
363311523,1,1,0,0
363335355,1,1,0,0
363359539,1,1,0,0
363379532,1,1,0,0
363399543,1,1,0,0
363419541,1,1,0,0
363443526,1,1,0,0
363467333,1,1,0,0
363487418,1,1,0,0
363511595,1,1,0,0
363535720,1,1,0,0
363559569,1,1,0,0
363583409,1,1,0,0
363607697,1,1,0,0
363627397,1,1,0,0
363647521,1,1,0,0
363671661,1,1,0,0
363695417,1,1,0,0
363715702,1,1,0,0
363735527,1,1,0,0
363759584,1,1,0,0
363783384,1,1,0,0
363807920,1,1,0,0
363831528,1,1,0,0
363855534,1,1,0,0
363879528,1,1,0,0
363903383,1,1,0,0
363927532,1,1,0,0
363951564,1,1,0,0
363975669,1,1,0,0
363999527,1,1,0,0
364019526,1,1,0,0
364039860,1,1,0,0
364063535,1,1,0,0
364087378,1,1,0,0
364111707,1,1,0,0
364131539,1,1,0,0
364151507,1,1,0,0
364171941,1,1,0,0
364191774,1,1,0,0
364215402,1,1,0,0
364239514,1,1,0,0
364263402,1,1,0,0
364283377,1,1,0,0
364307384,1,1,0,0
364327686,1,1,0,0
364351500,1,1,0,0
364371549,1,1,0,0
364395493,1,1,0,0
364419567,1,1,0,0
364443537,1,1,0,0
364467423,1,1,0,0
364487715,1,1,0,0
364511345,1,1,0,0
364535436,1,1,0,0
364559551,1,1,0,0
364579734,1,1,0,0
364599420,1,1,0,0
364623569,1,1,0,0
364647667,1,1,0,0
364671689,1,1,0,0
364695677,1,1,0,0
364719537,1,1,0,0
364739526,1,1,0,0
364759896,1,1,0,0
364783548,1,1,0,0
364807377,1,1,0,0
364827412,1,1,0,0
364847534,1,1,0,0
364871535,1,1,0,0
364895339,1,1,0,0
364919523,1,1,0,0
364939862,1,1,0,0
364963373,1,1,0,0
364987568,1,1,0,0
365011939,1,1,0,0
365031683,1,1,0,0
365055404,1,1,0,0
365079562,1,1,0,0
365103410,1,1,0,0
365127454,1,1,0,0
365151549,1,1,0,0
365175417,1,1,0,0
365195526,1,1,0,0
365219850,1,1,0,0
365243525,1,1,0,0
365267397,1,1,0,0
365287548,1,1,0,0
365311521,1,1,0,0
365331527,1,1,0,0
365351572,1,1,0,0
365375394,1,1,0,0
365399551,1,1,0,0
365423521,1,1,0,0
365443781,1,1,0,0
365467497,1,1,0,0
365491499,1,1,0,0
365511689,1,1,0,0
365535659,1,1,0,0
365559519,1,1,0,0
365583347,1,1,0,0
365603332,1,1,0,0
365623657,1,1,0,0
365647510,1,1,0,0
365671576,1,1,0,0
365695985,1,1,0,0
365719544,1,1,0,0
365739530,1,1,0,0
365763380,1,1,0,0
365787531,1,1,0,0
365811332,1,1,0,0
365835377,1,1,0,0
365855388,1,1,0,0
365879538,1,1,0,0
365899535,1,1,0,0
365923416,1,1,0,0
365943518,1,1,0,0
365967395,1,1,0,0
365991528,1,1,0,0
366015442,1,1,0,0
366039526,1,1,0,0
366059902,1,1,0,0
366083421,1,1,0,0
366107336,1,1,0,0
366127661,1,1,0,0
366148185,1,1,0,0
366168188,1,1,0,0
366192339,1,1,0,0
366216487,1,1,0,0
366240331,1,1,0,0
366260332,1,1,0,0
366280331,1,1,0,0
366304320,1,1,0,0
366324222,1,1,0,0
366344710,1,1,0,0
366368189,1,1,0,0
366388319,1,1,0,0
366412230,1,1,0,0
366436173,1,1,0,0
366460331,1,1,0,0
366480334,1,1,0,0
366504180,1,1,0,0
366528473,1,1,0,0
366636226,1,1,0,0
366660385,1,1,0,0
366684508,1,1,0,0
366704531,1,1,0,0
366728302,1,1,0,0
366752212,1,1,0,0
366772339,1,1,0,0
